is_duplicate,spanish_sentence1,spanish_sentence2
1,agreg a la list de dese no funcion,no pued agreg cos a la list de dese
0,y no me han llam,llam a ups y no tien registr de este numer de rastre que pued hac
1,quier que la line de ayud o atencion al client no,quier atencion al client
1,com sub evident en disput,com pued sub el archiv
0,te odi eva,por que te llam eva
0,voy a pregunt algo,orden algo y no recib un corre electron
1,quier cancel el ped,pus orden dos vec y quier cancel uno
0,hol estuv en contact con un represent de servici al client el 10 de may y todav no he recib respuest,pag por tt y no he escuch nad
0,estoy busc un product,no estoy satisfech con el product recib que pued hac
1,que cre que teng y por que no español que son los que tien que asist eh estoy prob,habl español
0,com registr una cuent comercial,necesit ten un negoci par hac compr
0,quer sab mas o men el dia en que lleg mis product,no pued contact a los vendedor de product que aun no han lleg
0,disput en progres signif,que signif una copi del estad de cuent bancari
0,direccion de envi del vendedor,por que mi direccion de envi no es acept
0,no necesit una respuest tuy,present una quej cuand respond
1,necesit ayud con,necesit ayud
1,com dej comentari sobr la aplic,pued dej comentari par los proveedor
0,hol vendedor habl con mi banc sobr la cancel de un ped que hic por error me dijeron que ten que escrib un corre electron con los detall sobr el ped y la cantid par que pued liber el diner antes asi que pued hac un nuev ped fa,el vendedor me dij que cancel la orden de devolv el diner que pued hac
0,hay un corre electron a traves del cual pued contact,ha ingres un corre electron incorrect
0,cuand compr en la pagin en line hay una entreg por escrit de 3050 dias,el error de secuenci de comand de internet explor se produc cuand hag clic en estoy en line ahor
1,entonc com pued chat con human,com pued lleg al chat en viv
0,es mi tercer vez,cual es tu tiemp de trabaj
1,pens que esto se supon que era una convers en viv,quier habl con el chat en viv
1,quien es el vendedor,quien es el vendedor
0,detall de la tarjet de credit,no use una tarjet de credit
0,no dij nad sobr el corre electron,no pued escrib nad
0,represent de servici chin,por que una direccion en chin no es compat
1,sol quier sab si mi ped ha sid envi,com se que mi ped ha sid envi
0,el vendedor acab de dec que necesit esper algun dias,que signif esper a que el vendedor conf la cuent
0,el vendedor no respond,el vendedor no es respons
0,quier envi un ped el sistem de cervez esta ocup que deb hac,que tamañ deb ped
0,com recuper un cupon,com pued recuper el diner si cancel la disput
1,necesit contact con una person real,quier habl con una person real
1,eres capaz de ayud,me ayud o que
0,no pued contact al vendedor,necesit contact al vendedor de la orden
0,quier sab sobr mi reembols,quier sab sobr el reembols de transferent bancari
1,el estad no ha cambi por 67 dias,el estad del ped no ha cambi despues de que hic el pag que ocurr
0,usted no me estan trat bien,te cas conmig
0,ellos me envi eso,los vendedor no me envi mi ped
1,podr ayud,usted me podr ayud por favor
1,orden algun articul la seman pas,estoy compr este articul con el numer de orden
1,com hac el ped per no pag,com hag mi ped
0,entonc com hac gt,los mensaj en mi bandej de entrad no se actualiz asi que no pued verific
0,es la 5 vez que contact mi orden no vien,necesit contact al vendedor de la orden
1,dese cambi mi direccion de corre electron per mi direccion de corre anterior ya no esta en uso,necesit cambi mi direccion de corre electron
0,quier la orden tod lo que quier es cambi la direccion de ingles a holandes,quier cambi el tamañ en una orden
0,com pued cambi los dat de mi tarjet de credit,dond pued obten mis detall de reembols
0,com suscrib,com agreg un contact en trademanag
0,he activ mi tarjet de segur 3d,si utiliz mi tarjet de credit es segur
1,eres tu comput,eres human o comput
0,hol teng algun problem con una orden cancel,teng un problem muy grand
0,te quier,te amo adios
0,metod de envi spsr,por que no hay un metod de pag de bolet
0,podr ayud y podr abrir una disput,usted me podr ayud por favor
0,el vendedor dic que hem devuelt el diner no obtuv el diner,cuand mi diner ser devuelt
0,el vendedor no me respond,no me respond
0,necesit los diez mejor articul que se vend en 2017 en alta,que signif vend por piez
0,las moned no se agreg,que pued hac con las moned
1,estar feliz de habl con una person,quier habl con una person real
0,por que dic que ya ten mi paquet orden en mi oficin de corre per dic que no se pued entreg que se supon que signif eso recib mi paquet,por favor ayudam a obten mi paquet
0,com pued dej un comentari,com dej un comentari anonim
0,cuant pued agreg a mi carrit de compr,cuant product pued agreg a la list de dese
0,per uso cajer automat,pued usar paypal
0,com estas hoy,pued elimin la list hoy
1,cancel orden despues del pag cuand recib un reembols,cuand recib un reembols por el ped
1,quier sab mas sobr el product,quier sab los detall del product
0,no me entiend par ayud,me pued ayud
0,porqu la plataform esta bloqu es dias,cuant dias par entreg el paquet
0,hol por que no pued pag con ideal,por que no pued pag mi ped
0,hay algui que pued ayud con mi tarjet de credit,qui me ayud
1,podr ayud,podr ayud a abrir una disput
0,com usar la transferent bancari,cuant cuest la transferent bancari
0,hast ahor este chat no esta yend bien,por que no hay un numer par habl con un agent en viv
0,vendedor tien otro comport,hay algun otra maner de orden no teng tarjet de credit
0,por favor respondem,por favor hagamel sab
0,entiend que mi problem me esta cost escrib much y no me da una explic,me pued dar el siti web par rastr mi ped
1,com encuentr una ciert tiend,com pued encontr una tiend
1,hmmmmm graci,graci por la ayud
0,com verif el numer de ped,revis mi tarjet de credit per no hay ningun pag
0,pregunt y respuest,estoy cans de jug con tu estupidez per respond mi pregunt
0,com recuper ped elimin,por que mi cuent fue elimin
1,la fech limit ha expir y no pued abrir una disput,pued abrir disput si el pag ya ha sid liber
0,cambi el numer de telefon,numer de telefon de servici al client
0,el diner no fue devuelt a mi cuent aunqu la disput se resolv en su total ya han pas 2 mes y no hay diner,he devuelt mi ped per el ped ya se ha complet
1,mi ped no se actualiz en un mes,por que nadi proces mi disput
1,pued algui habl me sig cort,algui me pued ayud
0,yo escrib en ingles,no pued escrib mensaj
1,lo sient no pued ayud,no pued ayud
1,com extiend la proteccion del comprador,quier extend la compr de proteccion
0,buen dia par reemplaz otro numer de tarjet de pag,usar otro metod de pag
0,com restablec mi contraseñ,por que no pued restablec la contraseñ
0,ejempl estoy compr 100 unidad del mism articul si coloc esto en mi carrit el vendedor no tien acces par cambi el preci y si hag el ped va direct a pag y esta list par pag,estoy trat de hac un ped per dic error
1,el vendedor no me respond que deb hac,el vendedor se detuv par respond despues de devolv la mercanc
0,com respond en disput escal,me gust deten el aument de disput
0,cual es mi estad de pag,mi estad en este pag de verif y me gust cancel el ped
0,buen dias hic tod el proced de devolu de la solicitud deb a la demor en lleg per ahor en la mañan la solicitud acab de lleg a mi cas que proced segu ahor el reembols aun no esta en mi cuent pued cancel el reembols yc,quier solicit un reembols
0,no por favor escuch quier compr vari articul de un vendedor per despues de compr mas que el sistem me cobr por el envi el vendedor ajust el preci per mi sistem no me permit hac porqu pued no pid el articul y pag mas tard por favor h,com pued hac ped multipl del mism vendedor par que el envi este junt
0,no pued evalu al vendedor,com pued contact al vendedor
1,necesit ayud par registr mi cuent,com pued registr mi cuent
0,diner no devuelt,la disput se cierr y el diner en mi cuent no se devuelv que hac
0,com inform al vendedor,com inform product falsific
1,com pued abrir una disput,com abro una disput
1,supong que eres un robot,eres un buen robot
1,com contact al servici al client,com pued envi un corre electron al servici al client
0,que signif su orden ser cerr,que signif coleccion
0,eres hombr o muj,quier hombr
0,pued compr sin un telefon movil,pued el telefon movil usar trademanag o no
1,de hech de vez en cuand no pued ir sab que cuand cre la cuent escrib el corre electron equivoc y ahor no se com esta alli si pued verific sol se com deb ser he intent tod hay tod mis ped,ingres el corre electron equivoc cuand cre una cuent
1,quier sab que si estoy en pakistan y lo entreg en cas nos llev dolar o nuestr moned,sol acept dolar
1,eres capaz de ayud,me podr ayud
0,quier cerr una disput,si cierr la disput pued reabr la disput nuev
1,com respond en disput escal,com pued respond a mi disput escal
0,hol una de mis compr en la inform de seguimient ha ten el envi cancel que signif esto y todav recib mi paquet,ahor ten un corre electron que dec que mi ped se cancel porqu no pag
0,com ver la garant,com pued ver mis mensaj
0,cancel el ped y el reembols del estad no cambi,mi estad en este pag de verif y me gust cancel el ped
0,com aplic comentari,com respond a los comentari
1,teng un product problemat,teng un problem con la orden
0,hol pued sab que signif entreg fall en el estad del paquet,que signif una copi del estad de cuent bancari
0,que pas si no me gust la form en que se ajust el vest o si tien el tamañ incorrect pued devolv par un reembols,me gust devolv los bien
0,com report al vendedor,com inform otras infraccion de las regl
0,no recib mi ped y el vendedor no respond,cancel el ped per todav no me devolv el diner
0,recib un error en mi ped obten la confirm de que mi pag fue exit,acab de recib un corre electron que dic que mi ped se cerr sin pag per pag
0,no satisfech con la disput,cas sin disput
1,com pued inform al vendedor de fraud,com pued report un vendedor de fraud
0,vendedor tien otro comport,teng un problem con el vendedor
0,hol hag una orden y no pued pag siempr teng el mism masaj,pued ped much product al mism tiemp
0,teng un problem al segu uno de mis ped durant 15 dias ahor,teng un problem con mi orden
0,com establec el metod de envi,com establec mi contraseñ
0,hol cancel mi ped cuant tiemp me llev recuper mi diner,com pued recuper mi diner con este ped
0,quien ser el vendedor de reembols en aliexpress,deb pag franque express
1,com extiend la proteccion del comprador,com extend el tiemp de proteccion de mi comprador
0,direccion de envi del vendedor,quier cambi la direccion de envi
0,com retroaliment,com dej un comentari anonim
0,entonc no pued hac el pag bancari si t,cuant tiemp se recib el pag por transferent bancari
0,no se por que mi tarjet no funcion,teng una tarjet de prepag y en la transaccion no funcion
1,hol encant de conocert,encant de conocert
0,no hay un enlac par hac clic,enlac par confirm que el corre electron fue mal
0,com evit que el vendedor envi mensaj,com borr los mensaj no des
0,com abro una disput,com cancel una disput
0,mis zapat nunc lleg y teng problem par disput y el vendedor no me contest sobr mi diner,com pued leer mis comentari que el vendedor escrib sobr mi
0,soy un vendedor,no pued respond a un corre electron envi por mi vendedor
0,no pued ingres mi tarjet de credit,pued pag en cuot en mi tarjet de credit
1,que suced con mi ped cuand el estad de mi envi indic envi cancel,por que mi ped esta cerr por sin envi
0,quier sab cuand necesit dat par usarl,quier sab el cupon
1,el vendedor no me reembols,el vendedor no me respond
0,ha sid envi,el vendedor no ha envi el articul
0,no he recib ningun atencion del vendedor,no pued envi ningun mensaj a ningun vendedor
0,se acab el tiemp el vendedor no devuelv y no reembols el diner,el tiemp de proces ha termin y el vendedor no ha envi la mercanc
0,he recib per el tamañ es pequeñ necesit un tamañ mas grand,necesit cambi el tamañ
0,sol quier recuper mi diner esa es mi unic pregunt,sol necesit encontr mi compr
0,hay un error al traduc una palabr orden en ingles a turc,confirm el ped recib por error
0,hol me gust sab com patrocin a un amig,me gust sab sobr el impuest y el impuest
1,necesit entend por que mis ped han sid cancel,por que se retir mi diner de mi banc per se cancel mi ped
0,mi envi esta cancel,por que mi ped esta cerr por sin envi
0,com hac el ped per no pag,com pag el ped de prevent
0,quier envi mi ped tod,quier cancel mi ped per los bien han sid envi
1,pued llam al servici al client,necesit habl con el servici al client
0,no pued inici sesion el enlac de contraseñ olvid no funcion,mi contraseñ no funcion
0,no guard tarjet,com pag con tarjet de debit
0,com hac un ped sin pag,no acept debit com pued hac el ped
0,no necesit cancel mi corre electron par que vuelv a compr,me pued dec su direccion de corre electron
0,com respond a una disput escal,que pued hac si el vendedor no respond a mi disput escal
1,esa fue respuest automat,tant respuest automat
1,com contact al servici al client,com lleg al servici al client
1,mi diner no esta en mi cuent,cuand mi diner ser devuelt
0,me envi una not y me pid que apel,un vendedor me ha envi un ped
0,acab de hac una pregunt y no me estas ayud por favor ayudam no pued inici sesion en su siti web par hac una compr,por favor teng una pregunt
0,si su ped muestr ped cancel signif,que signif el proveedor ha envi parcial su ped signif
1,com obteng una factur,quier obten una factur por mi product
0,per quier respond a los diez mejor articul por favor diganm necesit los diez articul que se vend en 2017 ir al infiern,quier ver dond estan mis articul
0,com pued cambi mi contraseñ si ya no teng acces a ese corre electron,cuant tiemp tom desd que realiz mi ped hast que recib un corre electron
0,com elimin cupon,com elimin la orden pag
0,el identif de corre no coincid con lo que veo aqu,no pued ver el product que los medi encuentr
0,he realiz much ped con otros proveedor y tod han sid muy seri en su trabaj,pued enviart un corre electron
1,soy de indi mumbai cualqui impuest o derech de aduan es aplic,teng que pag impuest a las aduan brasileñ
0,present mi apel y no pas nad,que pas si olvid mi cuent de registr
0,pued conect a un oper en viv por favor,necesit un oper que habl en rus
1,com inform al vendedor,el vendedor es un fraud com pued report
0,no viv en chin viv brasil,necesit un represent en viv por favor
1,habl portugues,habl español
0,hay un error al traduc una palabr orden en ingles a turc,seleccion la opcion de recib mi ped por error
0,com fi,cuant es un product
0,no he recib mis bien,los bien que recib estan dañ
1,cual es mi orden,que ha pas con mi orden
1,no pued sub fot en disput,no pued carg el archiv adjunt
0,com busc buen vendedor,com estrech mis result de busqued
0,hol por favor com me pong en contact en el chat en portugues,por favor digam com pued obten cupon
1,eres un agent real,pued vincul a un agent en line
0,por favor respond a mi pregunt porqu no obtuv ningun reembols y en ese cas me comun con mi bank par el reembols,en mi pregunt no pued obten una respuest
1,quier sab cuand recib el reembols recib un corre electron que indic que el vendedor acept reembols,cuand recuper mi diner
0,ped un articul hac bastant tiemp y todav no lo recib,ya he orden un articul
0,vari vec hag esta mism quej ya fui al banc y no hay reembols la ultim vez que se me ofrec verific per no he recib una respuest,he hech el mism ped cuatr vec
0,que pas si es demasi tard par abrir una disput,mi disput dur demasi tiemp que pued hac
0,no me permit inici sesion,com inici sesion
0,tarjet de credit vis,no use una tarjet de credit
0,teng una disput con el proveedor y no hay form de entend,no entend la form en que se reembols el diner
1,com pued elimin el ped recib de mi list de ped,quier elimin mi ped
0,com obten la garant,com obten product con descuent
0,no me entiend par ayud,usted me podr ayud por favor
0,elimin mi numer de tarjet,elimin ped de mi list de transaccion
0,hic el pag primer,com pued confirm que se realiz el pag
0,com present una apel,no pued envi mi formulari de disput
1,voy a visit chin,quier visitart
1,necesit habl con un poc de apoy human,me gust habl con un human
0,quer compr algo y en las opcion de pag sol esta dispon la tarjet de credit,quer pregunt si orden algo cuant tiemp general tom
0,com rechaz la propuest,com quej
0,un coleg dij que ser restaur,recib un corre electron que dec que no pag el ped
1,a traves de una tarjet bancari,com pag mi compr a traves de un deposit bancari
1,produj el vide de la segund lintern defectu,me han envi un articul defectu
0,com evit que un vendedor envi un mensaj,no pued dej un mensaj al vendedor
1,com cambi los detall de la tarjet,com pued cambi mi pag a otra tarjet
0,ellos me envi eso,es car par mi envi el bien de vuelt
0,com ten una cuent de desarroll por favor,com pued contact con el vendedor por corre electron
0,hol quier pregunt dond estan mis zapatill graci,a dond deb ir par ped un reembols
0,envi de mensaj a alemani,vendedor camb el servici de mensaj
1,pued ayud m,me pued ayud con algo
0,abri una orden y el product se acab,el tiemp par abrir la disput se hab agot
0,com ver los cupon,com verific el ped
1,elimin el historial de ped,es posibl elimin el historial de ped
0,pued hac un ped sin telefon movil,pued confi en los proveedor sin comentari
0,cancel el ped que hic por un error,hic una compr per presion el boton product recib por error
0,oye todav no he recib un reembols de efect del numer de la subast,he public una seri de pregunt a los proveedor todav no hay respuest
0,necesit un ped par que aduan recib mi pag,necesit cambi el nombr de mi orden
0,quier la orden tod lo que quier es cambi la direccion de ingles a holandes,quier pregunt si tod los vendedor son de chin o tambien hay otros vendedor
0,cancel el ped el parametr no fue devuelt,por que pag el product y se cancel el ped
1,hac un ped,me gust hac un ped
0,quier pag,quier pag con dos cart
0,com escan el codig qr,com aplic un codig de cupon
0,com convert en vendedor,com habl con el vendedor
0,mi nivel de membres no se agreg,quier cancel mi membres
0,com carg una fot en disput,com carg mi vide en respuest a una disput de mediacion
0,teng much problem con tus comprador,su nuev gui de comprador es demasi simpl
0,no viv en chin viv brasil,yo viv en chin es gratis el envi
0,com agreg evident o respond a mi disput escal,el estad de mi ped esta en disput escal que pued hac
0,estoy busc un product,estoy esper el reembols de un product
0,hol cualqui progres par disput,cuand recib un reembols por disput en curs
1,veo que no me ayud no pued esper mas,no respond mis pregunt
1,com elimin mi cuent,com borr mi cuent
0,no se ha pod carg la imag en la disput,no pud hac el pag
1,graci por sus comentari,graci por tu ayud
0,teng urgenci eva,que quier dec eva
0,teng un nuev corre electron,pued darm tu email
0,ryley sab mi problem,mi ped no acept el problem 404
1,recib un paquet que no he orden,ped 5 piez per sol recib 3
1,necesit habl con el servici en line,necesit habl con el servici al client
1,com dej comentari al vendedor,com pued dej una mal calif par el vendedor
0,sol necesit un reembols estoy feliz con esto por favor pag el diner,necesit un consej aqu por favor
0,y que teng una lintern per el vendedor no cumpl con mi mensaj,recib un mensaj que dic que mi orden se cancel deb a que el vendedor esta suspend
0,dos de mis ped de diferent vendedor aqu dic que fueron entreg en los estad incorrect,compr de diferent vendedor par que mis ped se envi tod junt o no
0,solicit una disput,estoy trat de solicit un reembols al vendedor per la disput de los estad ha finaliz
1,pued ayud,algui pued ayud
0,hol he envi document par prob el metod de pag per no me permit compr por favor abra la cuent,abri una nuev cuent y no me dej compr cos aqu
0,quier ver mis detall de rastre,dond pued obten mis detall de reembols
0,no no pued ped nad,no pued escrib nad en la caj
0,la fech limit ha expir y no pued abrir una disput,cuand pued abrir una disput
0,la promocion comenz per por que el preci del product no camb,el preci del product no se cambi
0,que cuent el diner del reembols,quier que mi diner regres a mi cuent
1,quier que la line de ayud o atencion al client no,hay una line de ayud a la que pued llam
0,les doy tiemp par hac algo,quier compr diferent product com los compr junt
0,la direccion era correct per dij que estab mal porqu te gust esto,envi la orden en una direccion incorrect
1,no pued inici sesion en mi cuent,no pued inici sesion en mi cuent
1,pued verific esta orden por mi,pued verific mi orden
0,pued encontr mi numer de orden,no pued encontr mi numer de ped en line
0,cancel mi ped con el vendedor ya,ya pag por la orden pued cambi el color
1,sub la evident del vide,com agreg vide en mi disput
0,mi orden no se esta mov,mi ped es
1,com elimin ped,com pued elimin mis orden de esper de pag
0,quier pag con skrill,com pag con pospag
0,hol teng 3 ped cancel y todav no he recib mi ped,mis ped fueron cancel y todav no he recib el reembols
0,hol quier sab el estad del reembols,quier sab sobr el reembols de transferent bancari
0,com obteng un numer de orden antes de pag el vendedor quier cambi el preci,mi proveedor quier que conf la entreg antes de que se recib la orden
0,no pued habl sobr el tem del vendedor obtendras mi imail,pued preguntart sobr el
0,hol cual es la diferent entre marc y sin marc pued colg sin marc en la par o es sol el lienz real unid a nad com un post,cual es la diferent entre blu form y gre form
0,com cancel mi cuent,com cancel una disput
1,com pued sab si mi ped ha sid envi,si mi ped fue envi
0,se acerc la seman pas sobr un articul que ped la seman pas que quer cambi,por que no pued ver mis ultim orden
1,com confirm el ped,com pued confirm la entreg
0,es mi tercer vez,no hay inform par mi envi en este moment
0,la orden ha sid cancel con tarjet de credit,por que el ped todav se esta verific despues del pag con tarjet de credit
0,que es un cupon select,no pued usar el cupon select
1,ped bolsit de te en noviembr,ya he orden un articul
0,habl contig ayer,te quier
1,hol ayudam lo antes posibl,me podr ayud
0,no import que esta succion voy a orden a la luz en la caj,pued usar mi caj de po par recib un ped
1,no pued pag con mi mastercard,no pued pag con vis o mastercard
0,cambi detall de la orden,cual son los detall del product
0,no veo que reloj,no se com usarl
1,envi a iran,a que pais envi
0,hol lo he intent vari vec par pag y cad vez que llen la inform de la tarjet y hag clic en pag el siti web me dic que ha hab un error he intent alrededor de cinc vec y sol dic que pued hab algo mal con la inform per,teng problem par ser miembr lo he intent vari vec
0,com veo el cupon,com borr el cupon
0,los product recib no son los que he acord,estoy en
1,no se pued hac un ped,por que no pued hac un ped
0,entonc estab compr un cas,por que le das tant tiemp al proveedor sobr mi cas
0,com respond en disput,com respond al mensaj del vendedor
0,es la disput por la redencion no funcion,el pag no funcion
0,com establec el metod de envi,com pued cambi el metod de envi
0,problem al inici sesion,teng problem par cre una cuent
1,eres una person viv,eres una person viv
0,orden cancel lo que signif,cuand recib un reembols si los ped han sid cancel
1,com pued devolv mi diner,com pued ten el reembols
0,com elimin mi tarjet,com elimin mi list de ped
1,el pag esta hech el vendedor no respond,el vendedor no me respond sobr mi ped
0,acab de escrib mi consult,envi una consult per no recib respuest
0,com abrir una disput,el boton abrir disput esta bloqu
0,estoy trat de compr un articul con un cupon de descuent de 50 per cuand voy a pag dig que no teng ningun cupon aunqu hic clic en el cupon mutipl tim,teng un cupon no se com usarl cuand pag una nuev orden
0,no hay un boton par hac clic,hag clic en abrir el boton de disput per no funcion
1,com cancel la disput,com cancel una disput
0,un product no coincid y no funcion,por que no funcion trademanag
0,teng problem par envi mi id,teng problem par autoriz el acces a mi cuent
1,hmmmmm graci,much graci a eva
1,no pued habl en viv,quier chat en viv
0,mi chat en 20517 ist no ha produc los result segun lo han promet sus agent,demasi result de busqued
0,quier elimin tu perfil,com elimin tu ped
0,quier ver par mi,me extrañ
0,no quier cancel el ped quier que respond con el product es posibl,quier cancel un ped
0,he olvid mi contraseñ,quier restablec mi contraseñ no teng el corre electron
0,y me cost en mi salud ya,ya pag mi ped per ningun mensaj de mi banc
0,no pued escrib ingles,escrib en ingles
0,pregunt y respuest,el vendedor no me respond
0,estoy en viv en indi cuant tiemp teng par obten un product,com pued lleg al chat en viv
0,hol com reanud la disput estoy viaj y la disput fue cerr,teng una orden de disput que se ha cerr
1,pued envi bien a iran,pued envi paquet a mi pais
0,com respond en la disput escal,cuant tiemp deb esper hast recib una respuest sobr disput escalon
0,he realiz much ped con otros proveedor y tod han sid muy seri en su trabaj,tien algun direccion de corre electron
0,hac un par de seman busqu camiset de la nas en la tiend en aquel entonc ten much result per ahor no tien result com pued encontr esos product nuev,com pued hac si hay demasi result
0,explicam com pued cancel la cancel no necesit devolv el diner ten el orden del sorte,teng que devolv mi ped per necesit la direccion de devolu
0,no recib mi ped y el vendedor no respond,mi ped no tien recib
0,ya lo di per dic que lo acept per no recib mi reembols porqu acept un reembols sin devolu de mercanc,quier acept la solucion de reembols parcial
0,estoy trat de abrir una disput per mi archiv adjunt no se esta carg,estoy trat de solicit un reembols al vendedor per la disput de los estad ha finaliz
1,necesit un agent foll,necesit habl con un agent
0,com uso un cupon o descuent,com uso select coupon
1,turqu esta por encim de los 30 eur de los impuest a la propied drews pued ser una med de com lo har,cuant impuest pag
0,no pued encontr administr comentari en la aplic,pued extend el tiemp de retroaliment
1,com pued obten mi reembols,com pued obten un reembols
1,pued ayud,tu empres pued ayud
0,com usar el cupon de la tiend,com uso el numer de tiend par compr
0,hol he orden un articul y el mont fue carg dos vec,ya he orden un articul
0,com obteng mi numer de ped,com cambi mi numer de telefon
0,conf su direccion de corre electron,por que no pud verific mi direccion de corre electron
1,mi orden no es,esta es mi orden
0,cual es mi contraseñ no pued entend lo que me envi,com pued entend
1,si teng un product de alemani entreg en finlandi teng que pag aduan e impuest,teng que pag impuest a las aduan brasileñ
0,entonc com hac gt,es muy dificil
0,teng una apel en proces,oh teng un problem
0,hol hic un ped el 20 de abril,hic compr per cerr mi ped
0,quier ver par mi,mir notici
0,sol quier sab los tamañ de cambi,quier sab
0,hol estoy a punt de limpi un poc mi list de ped sin embarg no pud elimin uno de mis ped anterior,dond pued consult mis ped anterior
0,hay algun carg extra por el reembols,si uso mastercard par pag teng que pag los carg
0,ped un coll hac 52 dias per aun asi no vin a mi,cuant dias vendr un reembols
1,pued cambi el tamañ,quier cambi el tamañ
1,no pued pag mi articul,por que no pued pag mi ped
0,necesit los diez mejor articul que se vend en 2017 en alta,com pued elimin trademanag de mi escritori
1,tarjet de credit vis,funcion la tarjet de credit vis mast
0,me gust sab sobr el arancel adicional que es com pued usar,pued sab por favor
0,me gust hac un pag a traves de una bolet bancari en cuy proced no encuentr la opcion des,me gust sab en que siti sig mi ped
0,com encontr un numer de orden,com encuentr el orden pas
1,no se pued inici sesion par una cuent,no pued inici sesion
0,no he recib el envi,he recib una orden parcial
0,hol me pregunt si estoy en el siti correct me inscrib en el program de afili per estoy un poc confund no veo ningun lug dond pued obten un enlac par public en mi siti web,acab de recib mi ped y no estoy satisfech con el
0,he contact al vendedor vari vec e inclus esta mañan y no me estan ayud,quier que me envi vari ped junt
0,trat de obten ayud hac much tiemp par este problem y dej de compr en este siti hay algun cos que quier compr si me ayud pued compr desd el siti web si sig sin ayud no pued compr desd el siti web por favor pon a tu jef en t,quier compr vari product del mism vendedor
1,quier envi la orden en chin,quier que mi ped sea entreg en chin es posibl
1,com usar la transferent bancari,pued usar una cuent bancari par transfer diner
0,com agreg vide a mi disput,com agreg imagen a la disput
0,no has inici sesion o tu sesion anterior ha expir por favor inici sesion de nuev,pued dec tu direccion de corre electron
1,com pued confi en el vendedor,pued confi en el vendedor sin comentari
0,necesit servici artificial,necesit ayud con
0,cancel mi ped sin entreg la carg per podr ayud a que mi param aun no entre en la cuent,quier agradec por recuper mi diner
1,com pued contact al servici al client,com pued contact a un soport al client en person por telefon
0,dic que no me comuniqu,recib un mensaj que dec problem de conexion a internet
0,recib una propuest de reembols y no pued confirm,no recib mi reembols que fue aprob
0,hol cualqui progres par disput,teng una disput en progres per el vendedor se nieg a habl conmig
1,com pued confirm la entreg una vez que he recib mi ped,he recib mi ped com confirm
0,pued encontr mi numer de orden,com pued encontr mi numer de rastre
0,mi cuent no funcion,por que mi codig de seguimient no funcion
1,veo que no me ayud no pued esper mas,no entiend lo que te dig
0,el vendedor acab de dec que necesit esper algun dias,necesit algun inform
0,hay algui que pued ayud con mi tarjet de credit,pued pag mi ped con mi tarjet de credit brasileñ
0,ryley sab mi problem,teng un problem con mi orden
0,hol necesit restablec mi contraseñ antes de pod agreg una tarjet,com pued restablec mi pregunt de segur
0,com edit en disput,com edit mi cuent
0,antes de pon orden,mi proveedor quier que conf la entreg antes de que se recib la orden
1,usted es una comput,hac esto automat la respuest de la comput
1,hic un ped y pag hac aproxim 4 hor per no he recib la confirm,acab de hac un ped per no recib una confirm
0,mis ped estan siend cancel,por que mi orden sig siend cerr despues del pag
0,pued sab si podr elimin mi cuent,pued sab el corre electron de soport
0,he orden per han sid cancel,me han cobr dos vec
1,me gust habl con una person,preguntel a una person real que me habl
1,yo uso factur,com pued obten mis factur de compr
0,no se ingles,no se com usarl
1,pued habl con un equip de servici al client,necesit habl con algui del servici al client
1,equip de soport de pag,corre electron sobr soport
0,dond pued ver mi pagin de cupon,dond pued ver la list de mi compr
0,com deshag la disput par que les pag,no teng tarjet de vis com pued compr
0,per el articul ya esta en portugal,pag de bolet ya hech
0,pued dec cuand solicit mi ped me 20170522 1205 hol ya he escrit dos vec que no ha recib mi ped y has hech tramp dos vec,por que ha confirm mi ped cuand he abiert una disput
1,com usar la proteccion del comprador,com proteg el comprador la proteccion del pag
0,el paquet fue entreg en otra direccion de acuerd a lo coment con el personal de mi casiller,quier que mi ped sea entreg en chin es posibl
0,estab pag con la tarjet estadounidens y ya pus 2 vec la inform en la tarjet y el pag no se proces porqu el mensaj me dic que hub un error,me esta dand un error cuand intent compr
1,he hech tod el seguimient,teng un problem con el seguimient de la orden
0,cambi detall de la orden,com cambi mis dat bancari
0,que cuent el diner del reembols,pued usar una cuent bancari par transfer diner
0,el envi que solicit me no vin porqu fue reemplaz por otro product,la compañ no me dio un reembols aunqu le devolv el product
0,asi que por favor pued ayud,entonc nadi me ayud
0,com intercambi moned,com cambi por otro color
0,y lueg el articul desaparec de mi carrit,no pued agreg el articul a mi carrit
0,cancel despues del pag,recib un corre electron que dec que mi orden fue cancel por falt de pag
0,ped un telefon esta rot,hay un telefon que no pued llam
1,quier habl con human,quier obten human
0,despues de que se abri la disput el vendedor me asegur que lleg,abri una disput y el vendedor no respond la disput se cerr
0,y pued t verific el seguimient,me pued dar el numer de contact del corre aere de chin par verific mi numer de rastre
0,hol el vencimient de mi tarjet de credit ha expir y no pued encontr ningun lug dond se pued sobrescrib los nuev dat de la tarjet usted me podr ayud,guard mi tarjet de credit per necesit reemplaz por una nuev
0,pued dec cuand solicit mi ped me 20170522 1205 hol ya he escrit dos vec que no ha recib mi ped y has hech tramp dos vec,he envi mi ped dañ al proveedor me pued reembols por complet
0,per estoy despues de este period,estoy en
0,pued usar la tarjet vis entonc si es asi com podr agreg la tarjet a la inform,no teng tarjet de vis com pued compr
0,dond esta mi product,dond esta mi bandej de entrad
0,cambi el numer de telefon,hay un numer de telefon par llam par habl con un agent
0,com cambi moned por cupon,com cambi por otro color
