is_duplicate,spanish_sentence1,spanish_sentence2
0,me pued dec cuant tiemp teng par abrir disput despu de hab recib el product,cuant tard el tiemp de proces
0,me pued dec cuant tiemp teng par abrir disput despu de hab recib el product,cuant tiemp necesit el proveedor par proces mi ped
0,me pus en contact con usted el mes pas,"he hech un ped con ustedes, per mi ped ha sid cancel por fall en el pago."
0,me sal que teng un error,com se si teng que pag impuest en un envi
0,met una apelacion me pued ayud,me gust deten una disput escalada.
1,mi cuent ha sid desactiv y un paquet fue envi a la direccion incorrect,el paquet ha sid envi a la direccion incorrecta.
0,mi disput no aparec en mi list de ped en disput,no pued encontr en mi list de pedidos.
1,"mi ped aparec com entreg a otra direccion, a mi no me ha lleg",mi product ha sid entreg en otra direccion.
0,mi ped aparec com entreg y no lo he recib,"ya he pagado, per aparec com que no lo hice."
0,mi ped aparec com entreg y no lo he recib,no he recib el reembols y mi ped ha sid cancelado.
0,mi ped esta reten en la aduan y no me lo dan,"lo sentimos, usted no pued particip en esta promocion."
0,mi ped me sal en dolar y quier pag en eur,no quier pag trafic en el transporte.
0,mi ped no entreg y quier vuelv mi dinero.,quier cancel mi ped y recib reembolso.
0,mi ped no es com en la web,com consult la pagin web en rus
0,mi ped no ha lleg y el tiemp de proteccion al comprador esta a punt de termin,"la proteccion del comprador ha terminado, per no he recib mi ped porqu el vendedor sigu dic que esperase."
1,mi ped no se ha envi,el ped no ha sid enviado.
0,mi ped se cerr en dos dias,por que me han cobr dos vec en mi cuent por el ped
0,mi ped volvi al vendedor y no me lo mand de nuev,mi ped fue cancelado. ¿com pued lo hag de nuev
0,"mi ped ya esta pago, per nos que tarjet use","en el siti web dic que mi ped ya ha sid entregado, per no lo he recibido."
0,"mi ped ya esta pago, per nos que tarjet use","ya he pag mi pedido, per su estad no ha cambiado."
0,mi problem es que me esta pid un capch par segu usand mi cuent,teng un problem con mi pedido. el vendedor es un mentir y un estafador.
0,mi tarjet de credit es en dolar com pag eur,com pag con mi tarjet de credit
0,mir el otro dia hic una reclam con una compañer vuestr,com cancel una reclam
0,mir en ener compr un altavoz y no me lleg,"estoy intent hac un ped y, por algun razon, no me deja."
0,mir en mi list de ped per no se com esta el estad de mis ped,com pued elimin los articul recib y articul pendient de pag de mi list de ped
0,mis tarjet ya fueron revis y aprob,abri una disput y mi solicitud ya ha sid cerrada.
0,"much gracias, sol quier que mi tarjet este segur","no pued pon mi direccion en la pagina, dic que sol se acept en ingles."
0,"much gracias, sol quier que mi tarjet este segur",quier pag con mi tarjet bancaria.
0,"muchisim graci antonio, he prob con googl chrom y he pod pag sin problemas. excelent trabajo. enhorabuena. salud cordial",he hech un ped y he puest la direccion equivocada.
0,nad de esto me esta ayud,necesit la direccion de email de esta compañia.
0,nadi me pued ayud a realiz,pued cualqu ser miembr
0,necesit abrir disput no e recib el ped,com pued abrir disput si el ped esta complet
0,necesit ayud con un paquet,necesit ayud con las garantias.
0,necesit cambi la moned de eur a pes o dolar,la marc o el tip de su tarjet no se admiten.
0,necesit cambi las pregunt secret,necesit cambi la direccion de email.
0,necesit consult acerc de mi proces de verificacion,com reclam acerc de un vendedor
0,necesit convers con un support,necesit un asistent humano.
0,"necesit el enlac par hac val la garanti de mi movil, no funcion",adond voy par hac el seguimient de mi ped
0,necesit factur de lo que he compr,dond pued ver aquell por lo que he pag
1,necesit habl con algui,necesit habl con una persona.
1,necesit habl con un agent que me ayud a sab com lo hag par que me solucion el problem que teng con el mobil y la compañi que me vendi el movil mediant vuestr pagin,me gust habl con un agent de atencion al cliente.
1,"necesit habl con una persona, no una maquina.",necesit habl con una persona.
1,"necesit habl con una persona, no una maquina.",necesit habl con atencion al cliente.
0,necesit hac un reembols,viv en chin y necesit compr un producto. ¿es posibl hac esto
0,necesit hac una compr,necesit una nuev contraseña.
0,necesit hac una devolucion,necesit hac una reclam acerc de unos vendedores.
0,necesit hac una devolucion,necesit una copi del recibo.
0,necesit hac unas compr urgentes...,dic que mi cuent no esta autoriz par hac compras.
0,necesit inform de mi reembols,necesit cambi la sum del reembols en mi pedido.
1,"necesit la factur de mi compra, ¿com la consig",necesit una factur de mi compra.
0,"necesit la factur de mi compra, ¿com la consig",com elimin un product de mi cest de la compr
0,"necesit la factur del ped realizado, ¿dond pued encontr",com pued imprim la factur de mi ped
0,necesit los pas a segu par hac una compr despues de un reembols,necesit una factur de mi compra.
0,necesit mi devolucion de diner,necesit el numer de envi de mi pedido.
1,necesit numer de rastre de mi ped,necesit mi numer de seguimiento.
0,necesit que me envi el carrit de mi compr porqu me pid ello par pod retir del corr,los vendedor pid que realic el pag antes de envi los productos.
0,necesit recuper mi ped,necesit sab si pued recib mi ped a tiempo.
0,necesit sab nombr de la person que hiz un cobr con mi tarjet,"he usad la tarjet de mi abuelo, ¿deb pon tod a su nombr"
0,necesit sab nombr de la person que hiz un cobr con mi tarjet,teng un problem pag con mi tarjet de credito.
0,necesit soport en line,necesit pag en vari plazos.
0,necesit soport en line,necesit cambi la sum del reembols en mi pedido.
0,necesit hac otra pregunt en español,se ha hech una transaccion en mi tarjet de credit por part de otra persona. ¿qu pued hac
0,necesit hac otra pregunt en español,quier pon la mit en una y la otra mit en la otra.
0,ningun de esas pregunt contien mi inquietud,no he recib ningun confirm despues de pag mi pedido.
0,"ningun de las anteriores, hast ahor he estad trat de resolv diplomaticamente.","hast ahora, mi ped no me ha llegado."
0,ningun de las opcion que me muestr es mi problem,com me doy de baj de las promocion por email
0,ningun de las respuest entreg correspond a lo que me suced,"quier cancel una disput escalada, except las respuest del vendedor."
0,ningun de las respuest entreg correspond a lo que me suced,com pued acced a/le las valor que los vendedor me han dad
0,ningun opcion me sirve...,el vendedor no me contesta.
0,ningun de las opcion es,pued usar otras opcion de pag apart de tarjet de credit
0,no cre que vuelv a compr nad mas de valor,acab de compr un product y necesit que lo envi a una direccion diferente.
1,no e recib el reembols aun de una disput,mi reembols no ha sid recib despues de hab resuelt la disputa.
0,no e recib el reembols aun de una disput,pued abrir una disput despues de confirm que he recib un ped
0,no encuentr list de ped,com elimin la list de mis ped
0,no entiend porqu me envi par apelacion,"teng que compr el producto, per no entiend las tallas."
0,no entiend porqu no hay person que atiend esto,he recib un email dic que el ped ha sid cancel porqu no he hech el pago.
0,no es cancelacion por favor lee bien,"no mas emails, por favor."
0,no es disput es garanti,com pued abrir disput si el estad es finaliz
0,no es nad de lo que pon ahi,por que el pag recib es menor de lo que yo pag
1,no estoy de acuerd con la resolu final,no estoy de acuerd con la solucion de la disputa.
0,no hay form de habl con una person,hay otra form de pag un ped sin usar una tarjet de credit
0,no hay nadi par contest,hay una opcion par entreg rap
0,no he inici sesion o no he cerr correctamente.,he cerr la ventan de chat con el equip de servici por accidente. ¿qu pued hac
1,no he pod pag unos product,"no pued pag los productos, el pag no funciona."
0,no he pod realiz el pag con mis tarjet americ express,com pued pag con mi tarjet de credit americ express
0,no he pod realiz el pag con mis tarjet americ express,ya he hech el pag con boleto.
0,no he pod solicit las cos que quier compr porqu me aparec en apelacion,las cos de vari vendedor vien en una caj
0,no he recib el ped envi ya que se lo han entreg a otra persona. necesit el ped dentr del plaz marc per,que pas si el vendedor no acept o rechaz mi disput dentr del plaz limit
0,no he recib el product y me dic que el vendedor ha cancel mi producto. que hag,"confirm que recib el producto, y fue por error. no he recib el product aun."
0,no he recib el reembols,he recib el paquet equivocado. no es el mio.
0,no he recib la cantid correct,"acab de ped un product online, per no he puest la direccion correcta, ¿qu pued hac"
0,no he recib la cantid correct,se me cobr la cantid incorrecta.
0,no he recib la factur,he recib la mercanc y tambien el reembols completo.
0,no he recib mi ped y dic que a finaliz que hag,quier confirm que he recib mi pedido.
0,no he recib mi ped y dic que a finaliz que hag,pag mi ped y no lo he recibido.
0,no he recib mi product y no pued hac disput,mi product esta bloqu y me gust sab que pued hacer.
0,no he recib mi reembols por cancel de orden,no he recib un reembols por la disputa.
0,no he recib mi reembols por cancel de orden,"no he recib mi reembolso, que fue aprobado."
0,no he recib mis facturas!!!!!!,no he recib mi reembolso.
1,no he recib mis product,"he ped productos, per no he recib mi pedido."
1,no he recib mis product y sal registr com recib,no he recib ningun de mis ped aun.
0,no he recib mis product y sal registr com recib,devolv el product y no he recib el reemplaz o reembolso.
0,no he recib nad de product y ya termin la proteccion del vendedor q pued hac,"no recib el cupon del vendedor tras hac clic en la pagin de la tienda, ¿qu pued hac"
1,no he recib ningun notici mas sobr el estad del reembolso. hay algun razon por la que la devolu se demor tant una vez cancel el ped,mi ped fue cancel y no he recib el reembolso.
0,no he recib respuest de mi ped,no he recib ningun confirm despues de pag mi pedido.
0,no he ten respuest de mi apel,"pod exped mi apelacion, por favor"
0,no lleg mi ped y no pued inici una disput,no pued inici sesion y dic que mi cuent fue desactivada.
0,no lo que pas es que he ped dos gorr y sol me ha lleg una,que pas si el ped no tien seguimient y no lo he recib
0,no lo que pas es que he ped dos gorr y sol me ha lleg una,me pregunt si la mercanc que he ped ha sid enviada.
0,"no me ayud ,sig igual","me he dad de baj de su lista. sin embargo, sig recib emails."
0,"no me acept la tarjeta, porqu dic que el credit no es suficiente... per mi tarjet es de debit","estoy intent pag con una tarjet vis de credito, per siempr dic que ha fall el pago."
0,no me aclar de ningun manera. necesit cambi los numer de una tarjet por otra de otro banco. llev una hor y no lo se hacer. tendr que esper a que algui me resuelv el problem porqu yo no se hacerlo.,teng una tarjet de credit business que no se acepta.
0,no me ayud a rastr unos ped,necesit hac una reclam acerc de unos vendedores.
0,no me contest el proveedor,dond esta el mensaj que me ha envi el proveedor
0,"no me dan respuest a mis mensajes, y por desconoc no se dond se ubic mi ped","jueg al juego, ¿por que no me dan moned"
0,no me dej acced a nad,"no me dej hac clic en ""abr disputa""."
1,no me dej envi la disput ni carg la imag,no me dej hac una disput sobr el pedido.
0,no me dej envi la disput ni carg la imag,"confirm accidental la recepcion del paquete, el paquet ni siqu ha llegado."
0,no me fue util tu respuest,mi ventan de mensaj no me dej escrib una respuest a un vendedor. ¿por que pas esto
0,no me ha lleg aun el ped,"quier cancel el pedido, pero, aun asi, los vendedor lo enviaron."
1,no me ha llegado. se perdio? com pued recuper mi diner,"hast ahora, mi ped no me ha llegado."
0,no me han reembols el diner,com pued pag con diner reembols
1,"no me import esperar, per he envi un mensaj al vendedor y no me respond",el vendedor no me responde.
0,no me permit hac el pag me pid identificacion per no me permit envi,"me han dad mi numer de seguimiento, per no pued hac el seguimiento."
0,no me sal lo de la basur y ya teng el product,recib el product y me devolv el dinero.
0,no pued abrir disput porqu entre com invit,por que no pued abrir una disput
0,no pued efectu el pag de los product que teng en mi carr de compr,mis compr fueron envi a un numer que no es el de mi casa.
0,no pued entrar a mi cuenta.,com pued cambi mi cuent
1,no pued entrar a mi cuenta.,no pued inici sesion con mi cuenta.
1,no pued entrar en mi cuent no estoy recib el email,no pued entrar en mi cuenta.
0,no pued entrar en mi cuent no estoy recib el email,"ya no estoy en el negocio, ¿pued suspend mi cuent"
1,no pued esper a que acab el period de reembols,quier que me devuelv el dinero. no pued esper tanto.
0,no pued hac nad con la disput,"pued facilit algun inform sobr ** co., ltd."
1,no pued hac seguimiento!!!,"estoy intent hac el seguimient del paquete, per no puedo."
0,no pued pag con mi tarjet,cuand pued pag mi ped con tarjet vis de debit
1,no pued pag con tarjet,no pued pag con tarjeta.
0,no pued porqu me ha bloqu,com pued contact porqu mis transaccion han sid cancel
0,no pued segu mi compr,pued hac compr al por mayor
0,no pued usar mi cupon y me da la sensacion de que este tip de public con los cupon es sol una estafa. asi es,me dic que mi direccion de email es incorrecta.
0,no pued visualiz mis ped en mi list de ped,quier elimin tod en mi list de pedidos.
1,no quier chat con una maquin,"quier habl con una persona, no con un robot."
1,no quier habl con una maquin,quier habl con un humano.
1,no quier habl con una maquin,necesit habl con un representante.
1,no recuerd mi contraseñ,no recuerd la contraseña.
0,no se comun este retras por motiv de fiest y con antel al envi del ped dec anul y se me denieg aun no hab mand el producto. no quier el product y dese el reembols del import,cuant se tard en actualiz el preci del product
0,no se comun este retras por motiv de fiest y con antel al envi del ped dec anul y se me denieg aun no hab mand el producto. no quier el product y dese el reembols del import,quier una factur con el nombr del producto.
0,no se cuant diner teng de mis devolu y no pued pag mi ped con ese diner,recib mi diner de vuelt si se cancel el ped
0,no se cuant diner teng de mis devolu y no pued pag mi ped con ese diner,uno de mis ped fue cancel por el vendedor. ¿com pued recib mi diner de vuelt
0,no se los compr al mism vendedor,com pued hac multipl ped del mism vendedor par que se envi junt
0,no se me cancel un product,se me devolv el cupon
0,no se por que mi paquet pon envi cancel,por que en mi ped pon proces pag
0,no se usar el formulari de disput,el boton de envi en el formulari de disput no funciona.
0,no se usar el formulari de disput,que escrib en el numer de cuent en el formulari de western union
0,no teng los codig de mis ped,com elimin la list de mis ped
0,no teng numer de ped per lo an cobr,mi ped fue envi per no lo he recibido.
0,no teng vincul ningun tarjet pued compr sin vincul,por que no pued compr con mi tarjet de prepag temporal
0,no vien la opcion de disput,de dond vien este envi
0,no voy a pod realiz mas compr,com encuentr compr anterior
0,"no, lo siento, algo fall y no soy yo, no falt nada. bien no podr hac la compra. si pud consult a algui o averigu el fall se lo agradeceria. si me pued mand la solucion a mi corre mejor. salud y hast luego.",he hech mi ped y no lo he recibido.
0,numer de ped que no encuentr,com encuentr los product que admit cupon select
0,o me respond o me devuelv el diner,"no me devuelv mi dinero, ¿qu pued hac ahor"
0,o val con mi propi cuent bancari,"mi ped fue cerrado, per el diner fue cobr de mi cuent bancaria."
0,o val con mi propi cuent bancari,com cierr sesion con mi cuent
0,oper a trav de una tarjet virtual,pued pag con una tarjet de banc chin
0,"otra vez lo mismo, no pued acced a mi cuenta,",pued transfer fond a otra cuent
0,otra vez mas de los mism,quier que devuelv el diner de los product a otra tarjeta.
0,oye teng pendient un reembols y necesit sab que pas,que pas despues de que un ped sea congel
1,p eso no me contest quier habl con un human no con una maquin,necesit habl con un humano.
1,p eso no me contest quier habl con un human no con una maquin,me gust habl con algui antes de comprar.
0,"pag un articul en oxxo, y en mis ped aparec que aun no he pag",ya he pag el ped y aparec com ped sospechoso.
0,par que me apoy y hast la fech no he obten respuest posit,"he envi los document par la apelacion, per no hay respuesta."
0,pasam con una person normal con la que me pued solucion el problem,hay proveedor con los que pued hac ped a med
0,ped envi a direccion mal,el ped deb ser enviado.
1,ped pag cancel necesit el reembols,mi ped fue cancel y no he recib el reembolso.
0,ped recib sin problem ok,pued dej valor sin ningun ped
0,ped reembols cuand finaliz el tiemp de proteccion al comprador,carg extra al comprador.
0,per aparec com si ya me hub lleg a la direccion de destin,"ya he pagado, per aparec com que no lo hice."
0,per aun no me lleg mi ped,"hic un pedido, per me lo cerraron."
0,per aun no me lleg mi ped,"el ped esta cancelado, per no me han reembols el dinero."
0,per el vendedor me dij que confirm ped recib y no tien tiemp de proteccion,el vendedor dij que no hab stock y me pid cancelarlo.
0,"per el vendedor no me reembols el dinero,","he pag mi pedido, per el pag no ha ten exit y me cobr el dinero."
0,per es que debi lleg hac mas de dos mec,"necesit el product muy pronto, per pon que el tiemp de proces es de ** dias."
0,per la cantid es mayor en dolar,por que me han cobr la cantid dos vec en mi tarjet de credit
0,per necesit envi mis dat personal,por que tard tant en envi mis articul
0,per no se que tall ped,"estoy intent ped un vestido, per no me da a eleg ningun talla."
0,per no teng vincul ningun tarjet pued compr sin vincul,"no teng tarjet visa, ¿com pued compr"
0,per no teng vincul ningun tarjet pued compr sin vincul,por que no pued compr usand mi tarjet de credit
0,per si me hic el descuent en la tarjet que hag,"si hag un ped hoy, ¿lo recib sobr el ***"
0,per teng que pag uno por uno,hic un ped dos vec y quier cancel uno.
0,per ya negoci con el proveedor,mi ped fue congel ya que el proveedor esta suspendido. ¿qu pued hac
0,podri chequ el estad del reembols de mi ped,com comprueb el estad del ped
0,por equivoc conf la lleg de unos ped,"hic unos pagos, per no aparec en los pedidos."
0,por error cancel mi ped,por que mi ped esta congelado? ¿mi ped lleg a mi o volv
0,por eso dese un reembols,com recib un reembols por merc pag
0,por esta razon no me a lleg mi product,el vendedor me pid ahor mas diner por el producto.
0,por esta razon no me a lleg mi product,pued ayud a busc el product en esta pagin
0,por este ped que ya pag y no se acredit a la cuent del vendedor,por que la valor que he dej no se muestr en la pagin de valor del vendedor
0,por favor aun no me lleg los pedidos. hast cuand teng que esper,cuant teng que esper par una mediacion
0,por favor e toc una tecl por equivocacion,"por favor, llam par hac pedido."
0,por favor en q moned estan los product,"pus product en la cesta, per no los pued encontrar."
0,por favor que la maquin dej de responder............,vendedor que se nieg a respond mis emails.
1,"por favor, necesit habl con un agente.",me gust habl con un agent de atencion al cliente.
0,por que deb hac,com cancel mi ped despues de hac
0,"por que en la oficin de envi locales, no me sab dar cuent de los ped envi por chin post ordinary small packet plus",los product fueron devuelt a chin por la agenci de transportes.
0,por que no se ve reflej el pag del oxxo de mi ped,"el period de proteccion del comprador de mi ped se acaba, ¿qu pued hac"
0,por que yo si compr un movil en españ y coj una garanti cuand teng un problem lo teng que envi a poloni con los consecuent gast que ello conllev por no habl de el tiemp que tard,por que el pag recib es menor de lo que yo pag
0,por que yo si compr un movil en españ y coj una garanti cuand teng un problem lo teng que envi a poloni con los consecuent gast que ello conllev por no habl de el tiemp que tard,por que mi pag es menor de lo que yo pag
0,porqu no contest en vez de pon un robot,por que teng que pon la inform de la tarjet otra vez
0,present un problem de mercanc,teng un problem al pag onlin con mi tarjet de credito.
1,proteccion del comprador,que es la proteccion del comprador
0,pued conect nuev con barbi,es esta una compañ en la que pued confi
0,pued cancel un ped envi,pued cancel un ped
1,pued habl con un agent,pued habl con un human
0,pued pag con la tarjet de otro titul,pued pag con una tarjet de banc chin
0,pues llev casi dos mes par que me atiend una garanti y no me hac cas el vendedor,el vendedor me dij que cancel el ped par devolv el dinero. ¿qu pued hac
0,qu e dic que la ha ped y que aparec mi direccion de envi,el vendedor dic que el pag no ha sid recib despues de hab finaliz el pedido. ¿qu pued hac
0,que no recib el ped,he recib algo que no he pedido.
0,que pas si me qued mal la direccion de entreg,que pas si no quier envi mi extract par la verif
0,que pas si pag un dia antes de que se cancel el ped,que pas si un ped se muestr dos vec en mi cuent
0,"que pued hacer, ya que el prim dia que se utilizo, le sal much bol y la tel era de muy mal calid",parec que no pued hac pedidos.
1,que signif esto..tu ped se cancel automat si el vendedor no lo envi en un dia,que pas si el vendedor no envi mi ped antes del tiemp de proces
0,que signif tu ped se cerr en,por que el ped no se muestr en mi cuent
0,que signif url del articul,necesit una factur del ped por el que he pagado.
1,queri habl con comercial,quier habl con un humano.
1,quier abrir una disput porqu el vendedor ha cancel el ped,me gust abrir una disput por el pedido.
0,quier cambi el domicili de entreg de mi ped,necesit cambi el nombr de mi negocio.
0,quier cambi una tall de un pantalon,quier cambi la puntuacion en un producto.
0,quier cancel mi cuent,"quier cancel mi pedido, per las mercanc han sid enviadas."
0,"quier compr unas alfombr con un vendedor y le he ped precio,per com hag par pag",le envi un email al vendedor. ¿com leo la respuest y com se cuand respond
1,quier contact con un agent,quier contact con un humano.
0,quier contact par ayud,quier la direccion de email par pon una reclamacion.
0,quier devolv mi ped,quier envi mi ped a china. ¿es posibl
0,"quier empez a realiz algun compras, per he ten problem con pag con mi tarjet",quier pag con mi tarjet bancaria.
0,quier habl con una person,quier elimin una apelacion.
1,"quier habl con alguien, no respuest fabric",necesit habl con un humano.
1,quier habl con un agent por favor,necesit habl con un representante.
1,quier habl con un oper,quier habl con el vendedor.
1,quier habl con un oper,necesit habl con una persona.
0,quier pag por merc pag,por que he pag con merc pag per mi ped dic pendient de pag
1,quier pag tod junt por favor,"quier pag mis ped en ""pendient de pago"" tod juntos, per no se como."
0,quier sab com pued obten una factur de un futur ped,me he registr com afili y quier obten el codig de afili o el bann de promocion.
0,quier sab en q moned estan los preci ya q compr en uruguay,quier sab por que teng un carg en mi tarjet de credit antes de recib los pedidos.
0,quier sab por que dice: waiting for pick up,quier sab cuant teng que esper si estoy en españa.
0,quier sab segur en q moned estan los preci par uruguay en dolar american o pes uruguay,pued pag en mi moned local
0,quier sab cuand lleg mi ped,quier mi ped mas rapidamente.
1,quis habl con un agent,necesit habl con un agente.
1,quis habl con un agent,quier habl con un humano.
1,quis habl con un agent,necesit habl con un representante.
0,quis sab com va mi disput puest que el vendedor no me da señal de nad,mi cuent no me da la opcion de pag con western union.
0,quis sab com va mi disput puest que el vendedor no me da señal de nad,"despues de hac clic en inici sesion, me da un mensaj de error."
0,quis sab com va mi disput puest que el vendedor no me da señal de nad,por que mi cest dic que no hay nad dispon
0,quis sab los pas a segu,quier sab cuant podr ser los impuest y carg por importacion.
0,quis sab si cad vez que compr vari articul de diferent vendedor es posibl que me envi tod junt,com pag tod lo que hay en mi cest de una vez
0,"realic un ped y ahor no lo encuentr en mi list de pedidos, y necesit verl porqu cre que ped dos unidad y sol me ha lleg uno",hic un ped dos vec y quier cancel uno.
0,"realic un ped y ahor no lo encuentr en mi list de pedidos, y necesit verl porqu cre que ped dos unidad y sol me ha lleg uno",com pued elimin los articul recib y articul pendient de pag de mi list de ped
0,"realic unas compr de unos product y algun de ellos no me han llegado, los vendedor me dic que respond y que continu esperando, per es demasi tiempo, el ped lo hic en abril...","hic el pedido, per ellos sub el preci de repente."
0,"realic unas compr de unos product y algun de ellos no me han llegado, los vendedor me dic que respond y que continu esperando, per es demasi tiempo, el ped lo hic en abril...","hic un pedido, per me lo cerraron."
0,realis el pag de unos product per los vendedor no los han envi que pas,los vendedor pid que realic el pag antes de envi los productos.
0,realis el pag de unos product per los vendedor no los han envi que pas,los vendedor pid que pag antes de envi los productos.
0,realis el pag de unos product per los vendedor no los han envi que pas,el pag de los product no fue confirmado.
0,rembols y lleg el ped,por que no recib un reembols por el ped
0,reparacion en garanti de una tablet,com sub mi vide en respuest a una disput de mediacion
0,reparacion en garanti de una tablet,"teng una dud sobr los cost de aduana, ¿en que valor estan tas"
0,reparacion en garanti de una tablet,no pued abrir una disput por un ped en pendient de envio.
1,result que mi product nunc lleg,quis ayud con un envi que nunc recibi.
0,revert confirmacion de recepcion de ped,necesit el numer de seguimient de mi pedido.
0,"sabs que me sal que no he pag un producto, per me lleg la confirmacion del banc que si se realiz el cobr",el vendedor promet que si cancel la disput me har el reembolso. ¿pued confi en el
0,se cerr disput per en vez de devolv el diner me lo han vuelt a cobr,"me han cobrado, per el ped sig pendient de pago."
1,se ha estrop y el vendedor no respond a mis mensaj,el vendedor esta siempr offlin y no respond mis mensajes.
0,se ha realiz un pag con una de mis tarjet y yo no fui,he hech un pag onlin y ha finalizado.
0,se pon la clav de de mi tarjet,com pon las palabr clav de la busqued par localiz los product que quier
0,"se resolv la disput a mi favor, dic que me pong de acuerd con el equip de pag",me dic que mi direccion de email es incorrecta.
0,se venci el tiemp par abrir disput,cual es el plaz par abrir disput
0,se venc la proteccion,es gratis la proteccion del comprador
0,segun el seguimient a mi ped dic que fue entreg per no lo he recib com hag par sab con que empres de mensaj lo envi y numer de gui par indag graci,no he recib el ped y el numer de seguimient que me dieron esta mal.
0,ser posibl ten factur de mi ped,"si uso mi tarjet de credito, ¿pued ten proteccion del comprador"
1,servici al client habl,necesit habl con atencion al cliente.
1,"si cancel un product minut despues de comprar, cuant demor el reembols","si cancel mi pedido, ¿pued dec cuant tard el reembols"
0,"si cancel un product minut despues de comprar, cuant demor el reembols",cuant dur la garant de un product
0,si clar quier aument el numer de piez al ped,quier el numer gratuit de atencion al cliente.
0,si el vendedor me envi esto que signif !!estado: el vendedor ha envi tu pedido.!!,el vendedor me ha envi los articulos. ¿com hag el seguimient del envi
0,si encuentr dond hac la apel per no pued envi,"he envi los document par la apelacion, per no hay respuesta."
0,si encuentr dond hac la apel per no pued envi,com encuentr la direccion postal del vendedor si teng que devolv articul
0,"si estan de festej esper , per el ped lleg a argentin y fue devuelt a sg . no se porqu . el pag fue buen",hic un ped antes y el ped no se complet porqu el vendedor fue suspendido.
0,si estoy interes nel product todavi,estoy esper el reembols de un producto.
0,si estoy interes nel product todavi,"si recib el ped cuand no estoy en casa, ¿dond pued recog"
0,si gracias.podri ayud a verific el estad de unos ped,pued ayud con el numer de cuent bancari que usan
0,"si pag con una tarjet bancari de credito, y despu del pag el product no llega, pid un reembolso, dich reembols lleg a mi tarjet o a mi cuent corrient",por que fall mi pag con tarjet de credit
0,"si quis sab si pued hac algo , envi mi compr a otro pais ...nunc la recibi",quier sab si mi ped fue enviado.
0,si revis las pagin ver lo envi,com pued sab si el proveedor ha envi los product
0,si se produc la cancel automat de un ped com recuper el diner,"el diner se ha ido, per aparec com no pagado."
0,si se produc la cancel automat de un ped com recuper el diner,com pued cambi el motiv de la cancel de mi ped
0,siend que mi ped vien desd españ tambi esta afect por las fiest chin,vien mi ped con proteccion del comprador automat
0,signific de proces de dat,cual es el signific de lleg a la oficin intern de intercambi
1,signific de proces de dat,que es proces de fond
0,sol dese que mu lo cambi por otro igual o simil,"por favor, cambi la direccion de entrega, me he equivocado."
0,sol hic una transferent a cuent del vendedor,pued cre una cuent de vendedor
0,sol quier que me salg el ped,no he recib mi ped y quier que me devuelv mi dinero.
0,sol quier que me salg el ped,quier que me devuelv mi dinero.
0,"sol quier sab en que moment deb pon la opcion de confirm pedido, par no perd mi pag",mi proveedor quier que hag clic en confirm ped recib par darm el numer de seguimient correcto.
0,tambi ya me han extend el period de proteccion y no lleg mis compr,mis compr fueron envi a un numer que no es el de mi casa.
0,"tampoco. ya recib el producto, per al pon a prueb no es lo que dec la descripcion","si el product que recib no es el correcto, ¿pued devolv sin gast"
0,te escrib en español o ingles,mi pagin esta en español.
0,te estoy pon el n del ped de lleg,el vendedor rechaz mi solicitud de cancel del pedido.
0,te pued envi el numer de ped,que pued hac si el vendedor se nieg a envi mi ped
0,te pued envi el numer de ped,el ped no se pued envi a su pais.
0,te pued envi el numer de ped,por que no pued envi una peticion de garant par mi ped
0,te pued envi el numer de ped,por que el ped no se pued envi a mi pais/region
0,tendr algun solucion par este retraz,no hay opcion par abrir una disput en este pedido.
0,teng disput abiert y no teng respuest ni resolu al problema. he envi el vide y no teng respuest,"ya he envi el disposit y ha sid entregado, per aun no teng notici del proveedor. ¿qu pued hac"
0,teng error en la pagin web,por que no veo los ped en la pagin web
0,teng error en la pagin web,no teng la opcion par abrir disput en mi pedido.
0,teng mis ped en apelacion ya present lo que me pid,por que me pid otro pag cuand ya he hech el pag
0,teng pendient la devolucion de un product y la devolucion del import,la proteccion del comprador cubr los cost de envi o sol el preci del product
0,teng problem par inici la sesion,teng un problem con mi envio.
0,teng problem con garanti de sustitucion,teng problem pag con tarjet vis de debito.
0,teng problem con mi cuent no pued hac compr,teng problem par cre mi cuenta.
0,teng problem con una compr,teng problem par envi mensaj a vendedores.
0,"teng un numer de cas ,mi problem es que quier compr per no pued hac el pag","quier pag con tarjet visa, per teng un problema."
0,teng un ped que fue entreg en una direccion errone,cuand teng que verific mi ident al hac un ped
1,teng un ped que fue entreg en una direccion errone,nuestr registr indic que su ped ha sid entreg con exito.
0,teng un ped sin entreg y he solicit al vendedor devolucion del diner,he hech un ped y he introduc mal la direccion.
1,teng un problem sobr un ped que hic y no me ha lleg,"hast ahora, mi ped no me ha llegado."
0,"teng un problema, el ped no llego, el vendedor pidi tiempo, teng el mensaje, per cuand le report que no llego, ya no responde, y ya no pued abrir la disputa.","pid un reembolso, per el vendedor no responde."
0,teng una apelacion pendient ya pas mas de tres dias y nad,teng una tarjet de debit y no tien fech de caducidad.
0,"teng una apelacion, per no se porqu me salio? intent pag dos vec per me mand error, ahor me sal que no pued pag porqu teng una apelacion",quier present una reclam porqu el vendedor me ha estafado.
0,teng una compensacion pendient,teng un problem sub una imagen.
0,teng una consult sobr mi apelacion,teng un problem con mi ped en aduana. ¿pued envi una copi de mi factur
